ORDER,FAMILY,GENUS,SPECIES,NUMB,BAHA,CUBA,HISP,JAMA,PUER,LANT,NANT,MEXI,GUAT,BELI,ELSA,HOND,NICA,COST,PANA,COLO,VENE,TRIN,GUYA,SURI,FREN,ECUA,PERU,BOLI,BRAZ,PARG,URUG,ARGN,CHIL
PELECANIFORMES,PHALACROCORACIDAE,Phalacrocorax,pelagicus,182,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
PELECANIFORMES,PHALACROCORACIDAE,Phalacrocorax,penicillatus,183,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
PELECANIFORMES,PHALACROCORACIDAE,Nannopterum,harrisi,184,,,,,,,,,,,,,,,,,,,,,,XR,,,,,,,
PELECANIFORMES,ANHINGIDAE,Anhinga,anhinga,185,V,X,V,,,X?,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,
PELECANIFORMES,FREGATIDAE,Fregata,ariel,186,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
PELECANIFORMES,FREGATIDAE,Fregata,magnificens,187,X,X,X,X,X,X,XN,X,XN,X,XN,X,XN,X,X,X,X,X,X,X,X,X,XN,,X,,XN,XN,XN
PELECANIFORMES,FREGATIDAE,Fregata,minor,188,,,,,,,,X,,,,,,X,,,,,,,,X,,,X,,,,XN
CICONIIFORMES,ARDEIDAE,Botaurus,lentiginosus,189,XN,XN,XN,XN,XN,XN,,X,XN,XN,XN,XN,XN,XN,V,,,,,,,,,,,,,,
CICONIIFORMES,ARDEIDAE,Botaurus,pinnatus,190,,,,,,,V,X,,X,X?,,,X,,X,X,X,X,X,X,X,SV,,X,X,X,X,
CICONIIFORMES,ARDEIDAE,Ixobrychus,exilis,191,XN,X,XN,XN,X,XN,,X,X,XN,+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,X,
CICONIIFORMES,ARDEIDAE,Ixobrychus,involucris,192,,,,,,,,,,,,,,,,X,X,X,X,X,X,,V,X,X,X,X,X,X
CICONIIFORMES,ARDEIDAE,Tigrisoma,fasciatum,193,,,,,,,,,,,,,,X,X,X,X,,,,,X,X,X,X,,,X,
CICONIIFORMES,ARDEIDAE,Tigrisoma,lineatum,194,,,,,,,,,,,,V,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,
CICONIIFORMES,ARDEIDAE,Tigrisoma,mexicanum,195,,,,,,,,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,
CICONIIFORMES,ARDEIDAE,Zebrilus,undulatus,196,,,,,,,,,,,,,,,,X,X,,X,X,X,X,X,X,X,,,,
CICONIIFORMES,ARDEIDAE,Nycticorax,nycticorax,197,X,X,X,X,X,XN,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
CICONIIFORMES,ARDEIDAE,Nycticorax,pileatus,198,,,,,,,,,,,,,,,X,X,X,,X,X,X,X,X,X,X,X,,,
CICONIIFORMES,ARDEIDAE,Nycticorax,violaceus,199,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,X,,,,
CICONIIFORMES,ARDEIDAE,Cochlearius,cochlearius,200,,,,,,,V,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,X,
CICONIIFORMES,ARDEIDAE,Ardeola,ibis,201,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
CICONIIFORMES,ARDEIDAE,Ardeola,ralloides,202,,,,,,,,,,,,,,,,,,,,,,,,,SV,,,,
CICONIIFORMES,ARDEIDAE,Syrigma,sibilatrix,203,,,,,,,,,,,,,,,,X,X,,,,,,,X,X,X,X,X,
CICONIIFORMES,ARDEIDAE,Butorides,(striatus) striatus,204,,,,,,V,,,,,,,,V,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
CICONIIFORMES,ARDEIDAE,Butorides,(striatus) sundevalli,205,,,,,,,,,,,,,,,,,,,,,,XR,,,,,,,
CICONIIFORMES,ARDEIDAE,Butorides,(striatus) virescens,206,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,XN,XN,X,SV,V,,V,,,,,,,
CICONIIFORMES,ARDEIDAE,Hydranassa,caerulea,207,X,X,X,X,X,X,XN,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,XN,X,,XN
CICONIIFORMES,ARDEIDAE,Hydranassa,rufescens,208,X,X,X,XN,XN,XN,X,X,XN,XN,XN,XN,XN,XN,SV,X,XN,SV,,,,,,,,,,,
CICONIIFORMES,ARDEIDAE,Hydranassa,tricolor,209,X,X,X,X,X,XN,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,XN,,X,,,,
CICONIIFORMES,ARDEIDAE,Egretta,alba,210,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
CICONIIFORMES,ARDEIDAE,Egretta,garzetta,211,,,,,,V,,,,,,,,,,,,V,,V,,,,,,,,,
CICONIIFORMES,ARDEIDAE,Egretta,gularis,212,,,,,,V,,,,,,,,,,,,V,,,,,,,,,,,
CICONIIFORMES,ARDEIDAE,Egretta,thula,213,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
CICONIIFORMES,ARDEIDAE,Ardea,cinerea,214,,,,,,V,,,,,,,,,,,,V,,,,,,,V,,,,
CICONIIFORMES,ARDEIDAE,Ardea,cocoi,215,,,,,,,,,,,,,,,X,X,X,XN,X,X,X,X,X,X,X,X,X,X,X
CICONIIFORMES,ARDEIDAE,Ardea,herodias,216,XN,X,X,X,X,XN,XN,X,XN,XN,XN,XN,XN,XN,XN,XN,X,XN,,,,X,,,,,,,
CICONIIFORMES,ARDEIDAE,Ardea,purpurea,217,,,,,,,,,,,,,,,,,,,,,,,,,SV,,,,
CICONIIFORMES,ARDEIDAE,Agamia,agami,218,,,,,,,,X,X,X,,X,,X,X,X,X,XN,X,X,X,X,X,X,X,,,,
CICONIIFORMES,CICONIIDAE,Mycteria,americana,219,V,X,X,V,,,V,X,X,X,X,X,X,X,X,X,X,XN,X,X,X,X,X,X,X,X,X,X,V
CICONIIFORMES,CICONIIDAE,Ciconia,maguari,220,,,,,,,,,,,,,,,,X,X,,X,X,XN,,,X,X,X,X,X,X
CICONIIFORMES,CICONIIDAE,Jabiru,mycteria,221,,,,,,,,X,X?,X,SV,X,X,X,V,X,X,SV,X,X,X,X,X,X,X,X,X,X,
CICONIIFORMES,THRESKIORNITHIDAE,Harpiprion,caerulescens,222,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,
CICONIIFORMES,THRESKIORNITHIDAE,Theristicus,(caudatus) branickii,223,,,,,,,,,,,,,,,,,,,,,,X,X,X,,,,X,X
CICONIIFORMES,THRESKIORNITHIDAE,Theristicus,(caudatus) caudatus,224,,,,,,,,,,,,,,,V,X,X,,X,X,X,,,,X,X,X,X,
CICONIIFORMES,THRESKIORNITHIDAE,Theristicus,(caudatus) melanopis,225,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,X,X
CICONIIFORMES,THRESKIORNITHIDAE,Cercibis,oxycerca,226,,,,,,,,,,,,,,,,X,X,,X,,,,,,X,,,,
CICONIIFORMES,THRESKIORNITHIDAE,Mesembrinibis,cayennensis,227,,,,,,,,,,,,X,,X,X,X,X,,X,X,X,X,X,X,X,X,,X,
CICONIIFORMES,THRESKIORNITHIDAE,Phimosus,infuscatus,228,,,,,,,,,,,,,,,,X,X,,X,,,X,,X,X,X,X,X,
CICONIIFORMES,THRESKIORNITHIDAE,Eudocimus,albus,229,XN,X,X,X,XN,,X?,X,X?,X,X,X,X,X,X,X,X,SV,,,S?,X,XN,,,,,,
CICONIIFORMES,THRESKIORNITHIDAE,Eudocimus,ruber,230,,?,,,,,V,,,,,,,,,X,X,X,X?,X,?,X,,,X,,,,
CICONIIFORMES,THRESKIORNITHIDAE,Plegadis,chihi,231,,,,,,,?,X,XN,,V,,,V,,,,,,,,,XV,X,X,X,X,X,X
CICONIIFORMES,THRESKIORNITHIDAE,Plegadis,falcinellus,232,X?,X,X,X,X?,XN,XN,X,,XN,,,,X,XN,XN,X,SN,,,,SV,,,,,,,
CICONIIFORMES,THRESKIORNITHIDAE,Plegadis,ridgwayi,233,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,X,X
CICONIIFORMES,THRESKIORNITHIDAE,Ajaia,ajaja,234,X,X,X,XN,XN,XN,X,X,X,X,X,X,X,X,X,X,X,XN,X,X,X,X,X,X,X,X,X,X,X
PHOENICOPTERIFORMES,PHOENICOPTERIDAE,Phoenicopterus,chilensis,235,,,,,,,,,,,,,,,,,,,,,,XN,X,X,XN,XN,XN,X,X
PHOENICOPTERIFORMES,PHOENICOPTERIDAE,Phoenicopterus,ruber,236,X,X,X,,XN,,X,X,,XN,,?,,,,XN,XN,SV,XN,XN,SN,X,,,X,,,,
PHOENICOPTERIFORMES,PHOENICOPTERIDAE,Phoenicoparrus,andinus,237,,,,,,,,,,,,,,,,,,,,,,,XN,X,V,,,X,X
PHOENICOPTERIFORMES,PHOENICOPTERIDAE,Phoenicoparrus,jamesi,238,,,,,,,,,,,,,,,,,,,,,,,XN,X,,,,X,X
ANSERIFORMES,ANHIMIDAE,Anhima,cornuta,239,,,,,,,,,,,,,,,,X,X,XF,X?,X,X,X,X,X,X,,,X,
ANSERIFORMES,ANHIMIDAE,Chauna,chavaria,240,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,
ANSERIFORMES,ANHIMIDAE,Chauna,torquata,241,,,,,,,,,,,,,,,,,,,,,,,SV,X,X,X,X,X,
ANSERIFORMES,ANATIDAE,Dendrocygna,arborea,242,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,
ANSERIFORMES,ANATIDAE,Dendrocygna,autumnalis,243,,?,,,XN,V,V,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,XN,XN,X,X,,X,
ANSERIFORMES,ANATIDAE,Dendrocygna,bicolor,244,XN,X,X,,X,V,V,X,SV,SV,X,X,,X,X,X,X,X,X,X,X?,X,XN,XN,X,X,X,X,XN
ANSERIFORMES,ANATIDAE,Dendrocygna,viduata,245,,V,V,,,V,V,,,,,,X,X,X,X,X,X,X,X,SV,,XN,XN,X,X,X,X,V
ANSERIFORMES,ANATIDAE,Cygnus,buccinator,246,,,,,,,,V,,,,,,,,,,,,,,,,,,,,,
ANSERIFORMES,ANATIDAE,Cygnus,columbianus,247,,V,,,V,,,XN,,,,,,,,,,,,,,,,,,,,,
ANSERIFORMES,ANATIDAE,Cygnus,melanocoryphus,248,,,,,,,,,,,,,,,,,,,,,,,,,X,XN,X,X,X
ANSERIFORMES,ANATIDAE,Coscoroba,coscoroba,249,,,,,,,,,,,,,,,,,,,,,,,,,X,XN,X,X,X
ANSERIFORMES,ANATIDAE,Anser,albifrons,250,,XN,,,,,V,XN,,V,,,,,,,,,,,,,,,,,,,
ANSERIFORMES,ANATIDAE,Anser,caerulescens,251,XN,XN,,,V,,,XN,,XN,,V,,,,,,SV,,,,,,,,,,,
ANSERIFORMES,ANATIDAE,Anser,rossi,252,,,,,,,,V,,,,,,,,,,,,,,,,,,,,,
ANSERIFORMES,ANATIDAE,Branta,bernicla,253,,,,,,,,XN,,,,,,,,,,,,,,,,,,,,,
ANSERIFORMES,ANATIDAE,Branta,canadensis,254,V,V,,?,,,,XN,,,,,,,,,,,,,,,,,,,,,
ANSERIFORMES,ANATIDAE,Chloephaga,hybrida,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X
ANSERIFORMES,ANATIDAE,Chloephaga,melanoptera,256,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,X,X
ANSERIFORMES,ANATIDAE,Chloephaga,picta,257,,,,,,,,,,,,,,,,,,,,,,,,,,,V,X,X
ANSERIFORMES,ANATIDAE,Chloephaga,poliocephala,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X
ANSERIFORMES,ANATIDAE,Chloephaga,rubidiceps,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X
ANSERIFORMES,ANATIDAE,Neochen,jubata,260,,,,,,,,,,,,,,,,X,X,,X,,X,?,X,X,X,X,,X,
ANSERIFORMES,ANATIDAE,Tachyeres,brachypterus,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,XR,
ANSERIFORMES,ANATIDAE,Tachyeres,leucocephala,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,XR,
ANSERIFORMES,ANATIDAE,Tachyeres,patachonicus,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X
ANSERIFORMES,ANATIDAE,Tachyeres,pteneres,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X
ANSERIFORMES,ANATIDAE,Cairina,moschata,265,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,V
ANSERIFORMES,ANATIDAE,Sarkidiornis,melanotos,266,,,,,,,V,,,,,,,,X,X,X,SV,X,,,X,X,X,X,X,X,X,
ANSERIFORMES,ANATIDAE,Callonetta,leucophrys,267,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,
ANSERIFORMES,ANATIDAE,Aix,sponsa,268,XN,X,,V,V,V,,XN,,,,,,,,,,,,,,,,,,,,,
ANSERIFORMES,ANATIDAE,Amazonetta,brasiliensis,269,,,,,,,,,,,,,,,,X,X,,X,,,,,X,X,X,X,X,
ANSERIFORMES,ANATIDAE,Merganetta,armata,270,,,,,,,,,,,,,,,,X,X,,,,,X,X,X,,,,X,X
ANSERIFORMES,ANATIDAE,Anas,acuta,271,XN,XN,XN,XN,XN,XN,SV,XN,XN,XN,XN,XN,XN,XN,XN,XN,V,,V,V,,,,,SV,,,,
ANSERIFORMES,ANATIDAE,Anas,americana,272,XN,XN,XN,XN,XN,XN,XN,XN,XN,XN,XN,XN,XN,XN,XN,XN,XN,XN,,,,,,,,,,,
ANSERIFORMES,ANATIDAE,Anas,bahamensis,273,X,X,X,X,X,X,X,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ANSERIFORMES,ANATIDAE,Anas,clypeata,274,XN,XN,XN,XN,XN,XN,V,XN,XN,XN,XN,XN,XN,XN,XN,XN,,XN,,,,,,,,,,,
ANSERIFORMES,ANATIDAE,Anas,crecca,275,,XN,V,,XN,V,,XN,XN,XN,SN,XN,,V,,V,,V,,,,,,,,,,,
ANSERIFORMES,ANATIDAE,Anas,cyanoptera,276,V,XN,,V,,,,X,XN,XN,,XN,XN,SN,XN,X,V,,,,,XN,X,X,XN,X,X,X,X
ANSERIFORMES,ANATIDAE,Anas,discors,277,XN,XN,XN,XN,XN,XN,XN,XN,XN,XN,XN,XN,XN,XN,XN,XN,XN,XN,XN,XN,XN,XN,XN,,XN,,XN,XN,V
ANSERIFORMES,ANATIDAE,Anas,flavirostris,278,,,,,,,,,,,,,,,,X,X,,,,,X,X,X,X,X?,X,X,X
ANSERIFORMES,ANATIDAE,Anas,fulvigula,279,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
ANSERIFORMES,ANATIDAE,Anas,georgica,280,,,,,,,,,,,,,,,,X,,,,,,X,X,X,X,?,X,X,X
ANSERIFORMES,ANATIDAE,Anas,penelope,281,,,V,,V,V,,XN,,,,,,,,,,,,,,,,,,,,,
ANSERIFORMES,ANATIDAE,Anas,platalea,282,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X
ANSERIFORMES,ANATIDAE,Anas,(platyrhynchos) diazi,283,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
ANSERIFORMES,ANATIDAE,Anas,(platyrhynchos) platyrhynchos,284,XN,XN,,,XN,,SV,X,XN,V,,V,V,V,SV,,,,,,,,,,,,,,
ANSERIFORMES,ANATIDAE,Anas,puna,285,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,X,X
ANSERIFORMES,ANATIDAE,Anas,rubripes,286,,,,,XN,,,,,,,,,,,,,,,,,,,,,,,,
ANSERIFORMES,ANATIDAE,Anas,sibilatrix,287,,,,,,,,,,,,,,,,,,,,,,,,,XN,XN,X,X,X
ANSERIFORMES,ANATIDAE,Anas,specularioides,288,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,X,X
ANSERIFORMES,ANATIDAE,Anas,specularis,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X
ANSERIFORMES,ANATIDAE,Anas,strepera,290,XN,XN,,XN,XN,,,XN,,,,,,,,,,,,,,,,,,,,,
ANSERIFORMES,ANATIDAE,Anas,versicolor,291,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X
ANSERIFORMES,ANATIDAE,Netta,erythrophthalma,292,,,,,,,,,,,,,,,,X,X,V,,,,X,X,?,X,,,X,X?
ANSERIFORMES,ANATIDAE,Netta,peposaca,293,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X
ANSERIFORMES,ANATIDAE,Aythya,affinis,294,XN,XN,XN,XN,XN,XN,XN,XN,XN,XN,XN,XN,XN,XN,XN,XN,XN,XN,,SV,,X,,,,,,,
ANSERIFORMES,ANATIDAE,Aythya,americana,295,XN,XN,,XN,,,,X,XN,,,,,,,,,,,,,,,,,,,,
ANSERIFORMES,ANATIDAE,Aythya,collaris,296,XN,XN,XN,XN,XN,XN,SV,XN,XN,XN,,XN,XN,XN,XN,SN,V,V,,,,,,,,,,,
ANSERIFORMES,ANATIDAE,Aythya,marila,297,?,SV,,,,,,XN,,,,,,V,,,,,,,,,,,,,,,
ANSERIFORMES,ANATIDAE,Aythya,valisineria,298,,XN,,,SN,,,XN,V,,,V,,,,,,,,,,,,,,,,,
ANSERIFORMES,ANATIDAE,Histrionicus,histrionicus,299,,,,,,,,V,,,,,,,,,,,,,,,,,,,,,
ANSERIFORMES,ANATIDAE,Clangula,hyemalis,300,,,,,,,,V,,,,,,,,,,,,,,,,,,,,,
ANSERIFORMES,ANATIDAE,Melanitta,fusca,301,,,,,,,,XN,,,,,,,,,,,,,,,,,,,,,
ANSERIFORMES,ANATIDAE,Melanitta,nigra,302,,,,,,,,XN,,,,,,,,,,,,,,,,,,,,,
ANSERIFORMES,ANATIDAE,Melanitta,perspicillata,303,,,,,,,,XN,,,,,,,,,,,,,,,,,,,,,
ANSERIFORMES,ANATIDAE,Bucephala,albeola,304,,V,,XN,V,,,XN,,,,,,,,,,,,,,,,,,,,,
ANSERIFORMES,ANATIDAE,Bucephala,clangula,305,,,,,,,,XN,,,,,,,,,,,,,,,,,,,,,
ANSERIFORMES,ANATIDAE,Mergus,cucullatus,306,SN,XN,,,V,V,,XN,,,,,,,,,,,,,,,,,,,,,
ANSERIFORMES,ANATIDAE,Mergus,merganser,307,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
ANSERIFORMES,ANATIDAE,Mergus,octosetaceus,308,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,X,
ANSERIFORMES,ANATIDAE,Mergus,serrator,309,XN,XN,,,V,,,XN,,,,,,,,,,,,,,,,,,,,,
ANSERIFORMES,ANATIDAE,Heteronetta,atricapilla,310,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X
ANSERIFORMES,ANATIDAE,Oxyura,dominica,311,V,X,X,X,X,X,SV,X,X,X,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,
ANSERIFORMES,ANATIDAE,Oxyura,(jamaicensis) ferruginea,312,,,,,,,,,,,,,,,,X,,,,,,X,X,X,,,,X,X
ANSERIFORMES,ANATIDAE,Oxyura,(jamaicensis) jamaicensis,313,X,X,X,X,X,X,,X,X,,XN,XN,SV,,,X,,,,,,,,,,,,,
ANSERIFORMES,ANATIDAE,Oxyura,vittata,314,,,,,,,,,,,,,,,,,,,,,,,,,X,XN,X,X,X
FALCONIFORMES,CATHARTIDAE,Cathartes,aura,315,X,X,XN,X,XI,,,X,X,X,X,X,X,X,X,X,X,SX,X,X,X,X,X,X,X,X,X,X,X
FALCONIFORMES,CATHARTIDAE,Cathartes,burrovianus,316,,,,,,,,X,X,X,?,X,X,X,X,X,X,,X,X,X,?,X,X,X,X,X,X,
FALCONIFORMES,CATHARTIDAE,Cathartes,melambrotus,317,,,,,,,,,,,,,,,,X,X,,X,X,X,X,X,X,X,,,,
FALCONIFORMES,CATHARTIDAE,Coragyps,atratus,318,,SV,,SV,,SV,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
FALCONIFORMES,CATHARTIDAE,Sarcoramphus,papa,319,,,,,,,,X,X,X,X,X,X,X,X,X,X,XN,X,X,X,X,X,X,X,X,,X,
FALCONIFORMES,CATHARTIDAE,Vultur,gryphus,320,,,,,,,,,,,,,,,,X,X,,,,,X,X,X,V,,,X,X
FALCONIFORMES,ACCIPITRIDAE,Pandion,haliaetus,321,X,X,XN,XN,X?,XN,XN,X,XN,X,XN,XN,XN,XN,XN,XN,XN,XN,XN,XN,XN,XN,XN,XN,XN,XN,XN,XN,XN
FALCONIFORMES,ACCIPITRIDAE,Leptodon,cayanensis,322,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,X,
FALCONIFORMES,ACCIPITRIDAE,Leptodon,forbesi,323,,,,,,,,,,,,,,,,,,,,,,,,,XR,,,,
FALCONIFORMES,ACCIPITRIDAE,Chondrohierax,(uncinatus) uncinatus,324,,,,,,X,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,X,
FALCONIFORMES,ACCIPITRIDAE,Chondrohierax,(uncinatus) wilsonii,325,,XR,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALCONIFORMES,ACCIPITRIDAE,Elanoides,forficatus,326,SV,XN,,XN,,,,X,X,X,SN,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,V,X,
FALCONIFORMES,ACCIPITRIDAE,Gampsonyx,swainsonii,327,,,,,,,,,,,,,X,,X,X,X,X,X,X,?,X,X,X,X,X,,X,
FALCONIFORMES,ACCIPITRIDAE,Elanus,leucurus,328,,,,,,,V,X,X,X,X,X,X,X,X,X,X,X,X,X,,XN,,SX,X,X,X,X,X
FALCONIFORMES,ACCIPITRIDAE,Rostrhamus,hamatus,329,,,,,,,,,,,,,,,X,X,X,,,X,X,X,X,X,X,,,,
FALCONIFORMES,ACCIPITRIDAE,Rostrhamus,sociabilis,330,,X,,,,,,X,X,X,,X,X,X,X,X,X,XN,X,X,X,X,X,X,X,X,X,X,
FALCONIFORMES,ACCIPITRIDAE,Harpagus,bidentatus,331,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,
FALCONIFORMES,ACCIPITRIDAE,Harpagus,diodon,332,,,,,,,,,,,,,,,,,,,XN,XN,XN,XN,,X,X,X,,X,
FALCONIFORMES,ACCIPITRIDAE,Ictinia,mississippiensis,333,,,,,,,,XN,XN,XN,SV,XN,XN,XN,SN,XN,,,,,,,SV,XN,SN,XN,,XN,
FALCONIFORMES,ACCIPITRIDAE,Ictinia,plumbea,334,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,X,
FALCONIFORMES,ACCIPITRIDAE,Haliaeetus,leucocephalus,335,,,,,SV,,,X,,,,,,,,,,,,,,,,,,,,,
FALCONIFORMES,ACCIPITRIDAE,Geranospiza,caerulescens,336,,,,,,,,X,X,X,X,X,X,X,X,X,X,,X,X,X,X,X,X,X,X,X,X,
FALCONIFORMES,ACCIPITRIDAE,Circus,buffoni,337,,,,,,,,,,,,,,,,X,X,X,X,X,X,,,X,X,X,X,X,X
FALCONIFORMES,ACCIPITRIDAE,Circus,cinereus,338,,,,,,,,,,,,,,,,X,,,,,,X,X,X,XN,X,X,X,X
FALCONIFORMES,ACCIPITRIDAE,Circus,cyaneus,339,V,XN,XN,SN,XN,V,,X,XN,XN,XN,XN,XN,XN,XN,XN,V,,,,,,,,,,,,
FALCONIFORMES,ACCIPITRIDAE,Accipiter,bicolor,340,,,,,,,,X,X,X,,X,X,X,X,X,X,,X,X,X,X,X,X,X,X,X,X,X
FALCONIFORMES,ACCIPITRIDAE,Accipiter,collaris,341,,,,,,,,,,,,,,,,X,X,,,,,X,X,,,,,,
FALCONIFORMES,ACCIPITRIDAE,Accipiter,cooperii,342,,,,,,,,X,XN,XN,,XN,,V,,V,,,,,,,,,,,,,
FALCONIFORMES,ACCIPITRIDAE,Accipiter,gentilis,343,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
FALCONIFORMES,ACCIPITRIDAE,Accipiter,gundlachi,344,,XR,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALCONIFORMES,ACCIPITRIDAE,Accipiter,poliogaster,345,,,,,,,,,,,,,,,,X?,X?,,X?,,,X?,X?,X,X,X,,X,
FALCONIFORMES,ACCIPITRIDAE,Accipiter,superciliosus,346,,,,,,,,,,,,,X,X,X,X,X,,X,X,X,X,X,X,X,X,,X,
FALCONIFORMES,ACCIPITRIDAE,Accipiter,(striatus) chionogaster,347,,,,,,,,X,X,,X,X,X,,,,,,,,,,,,,,,,
FALCONIFORMES,ACCIPITRIDAE,Accipiter,(striatus) erythronemius,348,,,,,,,,,,,,,,,,X,X,,,,,X,X,X,X,X,X,X,
FALCONIFORMES,ACCIPITRIDAE,Accipiter,(striatus) striatus,349,XN,X,X,XN,X,,,X,XN,XN,XN,XN,XN,XN,XN,,,,,,,,,,,,,,
FALCONIFORMES,ACCIPITRIDAE,Leucopternis,albicollis,350,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,
FALCONIFORMES,ACCIPITRIDAE,Leucopternis,kuhli,351,,,,,,,,,,,,,,,,,,,,,,,X,SX,X,,,,
FALCONIFORMES,ACCIPITRIDAE,Leucopternis,lacernulata,352,,,,,,,,,,,,,,,,,,,,,,,,,XR,,,
FALCONIFORMES,ACCIPITRIDAE,Leucopternis,melanops,353,,,,,,,,,,,,,,,,X,X,,X,X,X,X,X,,X,,,
FALCONIFORMES,ACCIPITRIDAE,Leucopternis,occidentalis,354,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,
FALCONIFORMES,ACCIPITRIDAE,Leucopternis,plumbea,355,,,,,,,,,,,,,,,X,X,,,,,,X,X,,,,,
FALCONIFORMES,ACCIPITRIDAE,Leucopternis,polionota,356,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,X
FALCONIFORMES,ACCIPITRIDAE,Leucopternis,princeps,357,,,,,,,,,,,,,,X,X,X,,,,,,X,X,,,,,
FALCONIFORMES,ACCIPITRIDAE,Leucopternis,schistacea,358,,,,,,,,,,,,,,,,X,X,,,,X,X,X,X,X,,,
FALCONIFORMES,ACCIPITRIDAE,Leucopternis,semiplumbea,359,,,,,,,,,,,,X,,X,X,X,,,,,,X,,,,,,
FALCONIFORMES,ACCIPITRIDAE,Buteogallus,aequinoctialis,360,,,,,,,,,,,,,,,,,X,SX,X,X,X,,,,X,,,
FALCONIFORMES,ACCIPITRIDAE,Buteogallus,anthracinus,361,,X,,,V?,X,,X,X,X,X,X,X,X,X,X,X,X,X,,S?,,,,,,,
FALCONIFORMES,ACCIPITRIDAE,Buteogallus,subtilis,362,,,,,,,,X,X,,X,X,,X,X,X,,,,,,X,X,,,,,
FALCONIFORMES,ACCIPITRIDAE,Buteogallus,urubitinga,363,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
FALCONIFORMES,ACCIPITRIDAE,Harpyhaliaetus,coronatus,364,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X
